run,type,module,name,attrname,attrvalue,value,count,sumweights,mean,stddev,min,max
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[167],packetDelayStat:stats,source,packetDelay,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[167],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-6-20201009-16:34:52-5840,statistic,FairNetwork.user[168],userThroughputTotalStat:stats,,,,1,,7676.1052631579,0,7676.1052631579,7676.1052631579
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[168],userThroughputTotalStat:stats,,,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[168],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[168],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-6-20201009-16:34:52-5840,statistic,FairNetwork.user[168],userThroughputStat:stats,,,,63333,,7676.1456639245,108232.153832,0,1550000
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[168],userThroughputStat:stats,,,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[168],userThroughputStat:stats,source,userThroughput,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[168],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-6-20201009-16:34:52-5840,statistic,FairNetwork.user[168],packetDelayStat:stats,,,,19248,,46.847418334134,24.761235843864,4.470369240103,89.713872873538
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[168],packetDelayStat:stats,,,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[168],packetDelayStat:stats,source,packetDelay,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[168],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-6-20201009-16:34:52-5840,statistic,FairNetwork.user[169],userThroughputTotalStat:stats,,,,1,,7668.1473684211,0,7668.1473684211,7668.1473684211
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[169],userThroughputTotalStat:stats,,,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[169],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[169],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-6-20201009-16:34:52-5840,statistic,FairNetwork.user[169],userThroughputStat:stats,,,,63333,,7668.1877273038,108119.82049193,0,1550000
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[169],userThroughputStat:stats,,,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[169],userThroughputStat:stats,source,userThroughput,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[169],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-6-20201009-16:34:52-5840,statistic,FairNetwork.user[169],packetDelayStat:stats,,,,19130,,47.40424007541,24.684865929074,4.668229304833,89.95663727714
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[169],packetDelayStat:stats,,,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[169],packetDelayStat:stats,source,packetDelay,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[169],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-6-20201009-16:34:52-5840,statistic,FairNetwork.user[170],userThroughputTotalStat:stats,,,,1,,7673.4736842105,0,7673.4736842105,7673.4736842105
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[170],userThroughputTotalStat:stats,,,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[170],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[170],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-6-20201009-16:34:52-5840,statistic,FairNetwork.user[170],userThroughputStat:stats,,,,63333,,7673.5140711267,108194.59171157,0,1550000
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[170],userThroughputStat:stats,,,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[170],userThroughputStat:stats,source,userThroughput,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[170],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-6-20201009-16:34:52-5840,statistic,FairNetwork.user[170],packetDelayStat:stats,,,,19280,,47.27346988158,24.666166680347,4.679757738283,89.835964790179
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[170],packetDelayStat:stats,,,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[170],packetDelayStat:stats,source,packetDelay,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[170],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-6-20201009-16:34:52-5840,statistic,FairNetwork.user[171],userThroughputTotalStat:stats,,,,1,,7670.2631578947,Inf,7670.2631578947,7670.2631578947
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[171],userThroughputTotalStat:stats,,,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[171],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[171],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-6-20201009-16:34:52-5840,statistic,FairNetwork.user[171],userThroughputStat:stats,,,,63333,,7670.3035279133,108149.72365193,0,1550000
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[171],userThroughputStat:stats,,,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[171],userThroughputStat:stats,source,userThroughput,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[171],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-6-20201009-16:34:52-5840,statistic,FairNetwork.user[171],packetDelayStat:stats,,,,19369,,47.331799798295,24.597386732282,4.635832638481,89.790234016762
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[171],packetDelayStat:stats,,,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[171],packetDelayStat:stats,source,packetDelay,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[171],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-6-20201009-16:34:52-5840,statistic,FairNetwork.user[172],userThroughputTotalStat:stats,,,,1,,7694.7473684211,0,7694.7473684211,7694.7473684211
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[172],userThroughputTotalStat:stats,,,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[172],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[172],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-6-20201009-16:34:52-5840,statistic,FairNetwork.user[172],userThroughputStat:stats,,,,63333,,7694.7878673046,108323.26410479,0,1550000
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[172],userThroughputStat:stats,,,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[172],userThroughputStat:stats,source,userThroughput,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[172],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-6-20201009-16:34:52-5840,statistic,FairNetwork.user[172],packetDelayStat:stats,,,,19165,,47.156588559542,24.742543852381,4.496984756299,89.921391032769
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[172],packetDelayStat:stats,,,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[172],packetDelayStat:stats,source,packetDelay,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[172],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-6-20201009-16:34:52-5840,statistic,FairNetwork.user[173],userThroughputTotalStat:stats,,,,1,,7674.0315789474,0,7674.0315789474,7674.0315789474
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[173],userThroughputTotalStat:stats,,,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[173],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[173],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-6-20201009-16:34:52-5840,statistic,FairNetwork.user[173],userThroughputStat:stats,,,,63333,,7674.0719687998,108202.39166888,0,1550000
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[173],userThroughputStat:stats,,,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[173],userThroughputStat:stats,source,userThroughput,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[173],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-6-20201009-16:34:52-5840,statistic,FairNetwork.user[173],packetDelayStat:stats,,,,19129,,47.254468147142,24.624434711909,4.713454698419,89.855491701839
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[173],packetDelayStat:stats,,,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[173],packetDelayStat:stats,source,packetDelay,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[173],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-6-20201009-16:34:52-5840,statistic,FairNetwork.user[174],userThroughputTotalStat:stats,,,,1,,7675.2842105263,Inf,7675.2842105263,7675.2842105263
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[174],userThroughputTotalStat:stats,,,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[174],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[174],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-6-20201009-16:34:52-5840,statistic,FairNetwork.user[174],userThroughputStat:stats,,,,63333,,7675.3246069716,108220.22197831,0,1550000
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[174],userThroughputStat:stats,,,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[174],userThroughputStat:stats,source,userThroughput,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[174],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-6-20201009-16:34:52-5840,statistic,FairNetwork.user[174],packetDelayStat:stats,,,,19301,,47.197031197698,24.685939776628,4.496516464866,89.765584750078
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[174],packetDelayStat:stats,,,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[174],packetDelayStat:stats,source,packetDelay,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[174],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-6-20201009-16:34:52-5840,statistic,FairNetwork.user[175],userThroughputTotalStat:stats,,,,1,,7652.5052631579,0,7652.5052631579,7652.5052631579
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[175],userThroughputTotalStat:stats,,,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[175],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[175],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-6-20201009-16:34:52-5840,statistic,FairNetwork.user[175],userThroughputStat:stats,,,,63333,,7652.5455397134,108070.56513989,0,1550000
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[175],userThroughputStat:stats,,,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[175],userThroughputStat:stats,source,userThroughput,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[175],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-6-20201009-16:34:52-5840,statistic,FairNetwork.user[175],packetDelayStat:stats,,,,19156,,47.215168244285,24.678489226225,4.626544439777,89.754398960211
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[175],packetDelayStat:stats,,,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[175],packetDelayStat:stats,source,packetDelay,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[175],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-6-20201009-16:34:52-5840,statistic,FairNetwork.user[176],userThroughputTotalStat:stats,,,,1,,7674.0421052632,0,7674.0421052632,7674.0421052632
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[176],userThroughputTotalStat:stats,,,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[176],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[176],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-6-20201009-16:34:52-5840,statistic,FairNetwork.user[176],userThroughputStat:stats,,,,63333,,7674.0824951711,108202.97187807,0,1550000
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[176],userThroughputStat:stats,,,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[176],userThroughputStat:stats,source,userThroughput,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[176],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-6-20201009-16:34:52-5840,statistic,FairNetwork.user[176],packetDelayStat:stats,,,,19193,,47.343731638573,24.696022885847,4.676311405684,89.832415548746
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[176],packetDelayStat:stats,,,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[176],packetDelayStat:stats,source,packetDelay,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[176],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-6-20201009-16:34:52-5840,statistic,FairNetwork.user[177],userThroughputTotalStat:stats,,,,1,,7671.0421052632,0,7671.0421052632,7671.0421052632
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[177],userThroughputTotalStat:stats,,,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[177],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[177],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-6-20201009-16:34:52-5840,statistic,FairNetwork.user[177],userThroughputStat:stats,,,,63333,,7671.0824793815,108160.41291887,0,1550000
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[177],userThroughputStat:stats,,,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[177],userThroughputStat:stats,source,userThroughput,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[177],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-6-20201009-16:34:52-5840,statistic,FairNetwork.user[177],packetDelayStat:stats,,,,19177,,47.164772419832,24.643243946397,4.557535805197,89.761232170625
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[177],packetDelayStat:stats,,,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[177],packetDelayStat:stats,source,packetDelay,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[177],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-6-20201009-16:34:52-5840,statistic,FairNetwork.user[178],userThroughputTotalStat:stats,,,,1,,7653.8947368421,0,7653.8947368421,7653.8947368421
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[178],userThroughputTotalStat:stats,,,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[178],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[178],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-6-20201009-16:34:52-5840,statistic,FairNetwork.user[178],userThroughputStat:stats,,,,63333,,7653.9350207107,108089.95722271,0,1550000
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[178],userThroughputStat:stats,,,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[178],userThroughputStat:stats,source,userThroughput,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[178],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-6-20201009-16:34:52-5840,statistic,FairNetwork.user[178],packetDelayStat:stats,,,,18955,,47.197366884499,24.687761532404,4.651675901688,89.831396163664
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[178],packetDelayStat:stats,,,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[178],packetDelayStat:stats,source,packetDelay,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[178],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-6-20201009-16:34:52-5840,statistic,FairNetwork.user[179],userThroughputTotalStat:stats,,,,1,,7677.5789473684,Inf,7677.5789473684,7677.5789473684
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[179],userThroughputTotalStat:stats,,,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[179],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[179],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-6-20201009-16:34:52-5840,statistic,FairNetwork.user[179],userThroughputStat:stats,,,,63333,,7677.6193558914,108252.7593955,0,1550000
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[179],userThroughputStat:stats,,,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[179],userThroughputStat:stats,source,userThroughput,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[179],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-6-20201009-16:34:52-5840,statistic,FairNetwork.user[179],packetDelayStat:stats,,,,19209,,47.149986515584,24.639037211206,4.515546261064,89.731231774309
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[179],packetDelayStat:stats,,,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[179],packetDelayStat:stats,source,packetDelay,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[179],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-6-20201009-16:34:52-5840,statistic,FairNetwork.user[180],userThroughputTotalStat:stats,,,,1,,7672.2105263158,Inf,7672.2105263158,7672.2105263158
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[180],userThroughputTotalStat:stats,,,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[180],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[180],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-6-20201009-16:34:52-5840,statistic,FairNetwork.user[180],userThroughputStat:stats,,,,63333,,7672.2509065838,108176.87872809,0,1550000
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[180],userThroughputStat:stats,,,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[180],userThroughputStat:stats,source,userThroughput,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[180],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-6-20201009-16:34:52-5840,statistic,FairNetwork.user[180],packetDelayStat:stats,,,,19281,,47.277351167464,24.70094338412,4.590947924281,89.791046534319
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[180],packetDelayStat:stats,,,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[180],packetDelayStat:stats,source,packetDelay,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[180],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-6-20201009-16:34:52-5840,statistic,FairNetwork.user[181],userThroughputTotalStat:stats,,,,1,,7655.7263157895,0,7655.7263157895,7655.7263157895
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[181],userThroughputTotalStat:stats,,,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[181],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[181],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-6-20201009-16:34:52-5840,statistic,FairNetwork.user[181],userThroughputStat:stats,,,,63333,,7655.766609298,108115.93262608,0,1550000
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[181],userThroughputStat:stats,,,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[181],userThroughputStat:stats,source,userThroughput,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[181],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-6-20201009-16:34:52-5840,statistic,FairNetwork.user[181],packetDelayStat:stats,,,,19146,,47.218624403603,24.728836778578,4.623217136074,89.662879584117
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[181],packetDelayStat:stats,,,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[181],packetDelayStat:stats,source,packetDelay,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[181],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-6-20201009-16:34:52-5840,statistic,FairNetwork.user[182],userThroughputTotalStat:stats,,,,1,,7674.4947368421,0,7674.4947368421,7674.4947368421
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[182],userThroughputTotalStat:stats,,,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[182],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[182],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-6-20201009-16:34:52-5840,statistic,FairNetwork.user[182],userThroughputStat:stats,,,,63333,,7674.5351291322,108208.93655573,0,1550000
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[182],userThroughputStat:stats,,,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[182],userThroughputStat:stats,source,userThroughput,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[182],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-6-20201009-16:34:52-5840,statistic,FairNetwork.user[182],packetDelayStat:stats,,,,19129,,47.272563527619,24.597825051579,4.606360835234,89.712080901545
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[182],packetDelayStat:stats,,,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[182],packetDelayStat:stats,source,packetDelay,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[182],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-6-20201009-16:34:52-5840,statistic,FairNetwork.user[183],userThroughputTotalStat:stats,,,,1,,7657.8421052632,0,7657.8421052632,7657.8421052632
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[183],userThroughputTotalStat:stats,,,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[183],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[183],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-6-20201009-16:34:52-5840,statistic,FairNetwork.user[183],userThroughputStat:stats,,,,63333,,7657.8824099075,108145.68746537,0,1550000
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[183],userThroughputStat:stats,,,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[183],userThroughputStat:stats,source,userThroughput,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[183],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-6-20201009-16:34:52-5840,statistic,FairNetwork.user[183],packetDelayStat:stats,,,,19192,,47.354150720574,24.621457032137,4.600847552852,89.758913447785
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[183],packetDelayStat:stats,,,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[183],packetDelayStat:stats,source,packetDelay,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[183],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-6-20201009-16:34:52-5840,statistic,FairNetwork.user[184],userThroughputTotalStat:stats,,,,1,,7653.2947368421,Inf,7653.2947368421,7653.2947368421
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[184],userThroughputTotalStat:stats,,,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[184],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[184],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-6-20201009-16:34:52-5840,statistic,FairNetwork.user[184],userThroughputStat:stats,,,,63333,,7653.3350175528,108081.87796232,0,1550000
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[184],userThroughputStat:stats,,,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[184],userThroughputStat:stats,source,userThroughput,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[184],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-6-20201009-16:34:52-5840,statistic,FairNetwork.user[184],packetDelayStat:stats,,,,19174,,47.281081532921,24.63432451224,4.627222600925,89.532546077633
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[184],packetDelayStat:stats,,,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[184],packetDelayStat:stats,source,packetDelay,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[184],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-6-20201009-16:34:52-5840,statistic,FairNetwork.user[185],userThroughputTotalStat:stats,,,,1,,7655.6,0,7655.6,7655.6
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[185],userThroughputTotalStat:stats,,,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[185],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[185],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-6-20201009-16:34:52-5840,statistic,FairNetwork.user[185],userThroughputStat:stats,,,,63333,,7655.6402928437,108114.05491088,0,1550000
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[185],userThroughputStat:stats,,,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[185],userThroughputStat:stats,source,userThroughput,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[185],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-6-20201009-16:34:52-5840,statistic,FairNetwork.user[185],packetDelayStat:stats,,,,19242,,47.399320995925,24.620666738283,4.75607167074,89.834336420712
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[185],packetDelayStat:stats,,,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[185],packetDelayStat:stats,source,packetDelay,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[185],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-6-20201009-16:34:52-5840,statistic,FairNetwork.user[186],userThroughputTotalStat:stats,,,,1,,7654.3894736842,Inf,7654.3894736842,7654.3894736842
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[186],userThroughputTotalStat:stats,,,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[186],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[186],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-6-20201009-16:34:52-5840,statistic,FairNetwork.user[186],userThroughputStat:stats,,,,63333,,7654.4297601566,108097.2574092,0,1550000
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[186],userThroughputStat:stats,,,,,,,,,
General-6-20201009-16:34:52-5840,attr,FairNetwork.user[186],userThroughputStat:stats,source,userThroughput,,,,,,,
