run,type,module,name,attrname,attrvalue,value,count,sumweights,mean,stddev,min,max
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[0],packetDelayStat:stats,source,packetDelay,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[0],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[1],userThroughputTotalStat:stats,,,,1,,3814.8736842105,Inf,3814.8736842105,3814.8736842105
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[1],userThroughputTotalStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[1],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[1],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[1],userThroughputStat:stats,,,,190001,,3814.8536060337,19642.489246281,0,308000
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[1],userThroughputStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[1],userThroughputStat:stats,source,userThroughput,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[1],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[1],packetDelayStat:stats,,,,9481,,0.00025120403997532,0.00014422496763199,2.7948e-008,0.000499937499
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[1],packetDelayStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[1],packetDelayStat:stats,source,packetDelay,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[1],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[2],userThroughputTotalStat:stats,,,,1,,3863.3368421053,0,3863.3368421053,3863.3368421053
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[2],userThroughputTotalStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[2],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[2],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[2],userThroughputStat:stats,,,,190001,,3863.3165088605,19721.058785729,0,294000
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[2],userThroughputStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[2],userThroughputStat:stats,source,userThroughput,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[2],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[2],packetDelayStat:stats,,,,9626,,0.00024915356022086,0.00014477093404487,5.239e-009,0.00049999951
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[2],packetDelayStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[2],packetDelayStat:stats,source,packetDelay,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[2],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[3],userThroughputTotalStat:stats,,,,1,,3757.2421052632,0,3757.2421052632,3757.2421052632
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[3],userThroughputTotalStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[3],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[3],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[3],userThroughputStat:stats,,,,190001,,3757.2223304088,19337.307431308,0,282000
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[3],userThroughputStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[3],userThroughputStat:stats,source,userThroughput,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[3],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[3],packetDelayStat:stats,,,,9494,,0.00025125597804814,0.00014433968307848,9.1031e-008,0.000499893462
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[3],packetDelayStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[3],packetDelayStat:stats,source,packetDelay,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[3],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[4],userThroughputTotalStat:stats,,,,1,,3796.4315789474,0,3796.4315789474,3796.4315789474
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[4],userThroughputTotalStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[4],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[4],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[4],userThroughputStat:stats,,,,190001,,3796.4115978337,19587.462261869,0,288000
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[4],userThroughputStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[4],userThroughputStat:stats,source,userThroughput,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[4],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[4],packetDelayStat:stats,,,,9387,,0.0002495490692137,0.00014422691155601,5.0369e-008,0.000499983633
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[4],packetDelayStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[4],packetDelayStat:stats,source,packetDelay,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[4],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[5],userThroughputTotalStat:stats,,,,1,,3798.1368421053,0,3798.1368421053,3798.1368421053
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[5],userThroughputTotalStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[5],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[5],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[5],userThroughputStat:stats,,,,190001,,3798.1168520166,19526.067349519,0,332000
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[5],userThroughputStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[5],userThroughputStat:stats,source,userThroughput,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[5],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[5],packetDelayStat:stats,,,,9475,,0.0002501878431847,0.00014484814546365,5.116e-009,0.000499926049
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[5],packetDelayStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[5],packetDelayStat:stats,source,packetDelay,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[5],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[6],userThroughputTotalStat:stats,,,,1,,3705.4631578947,Inf,3705.4631578947,3705.4631578947
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[6],userThroughputTotalStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[6],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[6],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[6],userThroughputStat:stats,,,,190001,,3705.4436555597,19312.418538016,0,284000
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[6],userThroughputStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[6],userThroughputStat:stats,source,userThroughput,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[6],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[6],packetDelayStat:stats,,,,9318,,0.00024910125321067,0.00014474626747022,9.4819e-008,0.00049997253
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[6],packetDelayStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[6],packetDelayStat:stats,source,packetDelay,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[6],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[7],userThroughputTotalStat:stats,,,,1,,3808.0421052632,0,3808.0421052632,3808.0421052632
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[7],userThroughputTotalStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[7],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[7],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[7],userThroughputStat:stats,,,,190001,,3808.0220630418,19586.361180111,0,300000
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[7],userThroughputStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[7],userThroughputStat:stats,source,userThroughput,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[7],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[7],packetDelayStat:stats,,,,9441,,0.00025092828973763,0.00014370696628205,1.9005e-008,0.000499934318
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[7],packetDelayStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[7],packetDelayStat:stats,source,packetDelay,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[7],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[8],userThroughputTotalStat:stats,,,,1,,3781.9052631579,0,3781.9052631579,3781.9052631579
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[8],userThroughputTotalStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[8],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[8],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[8],userThroughputStat:stats,,,,190001,,3781.8853584981,19559.054558604,0,312000
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[8],userThroughputStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[8],userThroughputStat:stats,source,userThroughput,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[8],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[8],packetDelayStat:stats,,,,9541,,0.00025042595450445,0.00014525465972127,2.4947e-008,0.000499975814
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[8],packetDelayStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[8],packetDelayStat:stats,source,packetDelay,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[8],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[9],userThroughputTotalStat:stats,,,,1,,3812.8210526316,Inf,3812.8210526316,3812.8210526316
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[9],userThroughputTotalStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[9],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[9],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[9],userThroughputStat:stats,,,,190001,,3812.800985258,19604.945362337,0,310000
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[9],userThroughputStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[9],userThroughputStat:stats,source,userThroughput,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[9],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[9],packetDelayStat:stats,,,,9571,,0.00025140166125138,0.0001445947120509,2.2928e-008,0.000499938056
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[9],packetDelayStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[9],packetDelayStat:stats,source,packetDelay,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[9],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[10],userThroughputTotalStat:stats,,,,1,,3890.8210526316,0,3890.8210526316,3890.8210526316
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[10],userThroughputTotalStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[10],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[10],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[10],userThroughputStat:stats,,,,190001,,3890.8005747338,19848.182513948,0,388000
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[10],userThroughputStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[10],userThroughputStat:stats,source,userThroughput,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[10],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[10],packetDelayStat:stats,,,,9636,,0.0002500103858104,0.00014349133710732,5.4054e-008,0.000499960899
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[10],packetDelayStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[10],packetDelayStat:stats,source,packetDelay,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[10],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[11],userThroughputTotalStat:stats,,,,1,,3752.8947368421,0,3752.8947368421,3752.8947368421
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[11],userThroughputTotalStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[11],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[11],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[11],userThroughputStat:stats,,,,190001,,3752.8749848685,19398.056399118,0,288000
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[11],userThroughputStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[11],userThroughputStat:stats,source,userThroughput,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[11],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[11],packetDelayStat:stats,,,,9492,,0.00025060454899989,0.00014385511575989,4.1125e-008,0.000499893196
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[11],packetDelayStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[11],packetDelayStat:stats,source,packetDelay,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[11],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[12],userThroughputTotalStat:stats,,,,1,,3792.0421052632,Inf,3792.0421052632,3792.0421052632
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[12],userThroughputTotalStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[12],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[12],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[12],userThroughputStat:stats,,,,190001,,3792.0221472519,19532.169085783,0,292000
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[12],userThroughputStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[12],userThroughputStat:stats,source,userThroughput,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[12],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[12],packetDelayStat:stats,,,,9518,,0.00024870811196606,0.00014419767319625,1.6407e-008,0.000499982326
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[12],packetDelayStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[12],packetDelayStat:stats,source,packetDelay,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[12],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[13],userThroughputTotalStat:stats,,,,1,,3721.6,Inf,3721.6,3721.6
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[13],userThroughputTotalStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[13],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[13],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[13],userThroughputStat:stats,,,,190001,,3721.5804127347,19304.677317582,0,418000
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[13],userThroughputStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[13],userThroughputStat:stats,source,userThroughput,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[13],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[13],packetDelayStat:stats,,,,9387,,0.00024918308769309,0.00014464923998364,4.2371e-008,0.000499943872
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[13],packetDelayStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[13],packetDelayStat:stats,source,packetDelay,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[13],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[14],userThroughputTotalStat:stats,,,,1,,3732.0736842105,Inf,3732.0736842105,3732.0736842105
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[14],userThroughputTotalStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[14],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[14],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[14],userThroughputStat:stats,,,,190001,,3732.0540418208,19368.680479914,0,284000
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[14],userThroughputStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[14],userThroughputStat:stats,source,userThroughput,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[14],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[14],packetDelayStat:stats,,,,9349,,0.00024792808841085,0.00014273211651721,1.3254e-008,0.000499845356
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[14],packetDelayStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[14],packetDelayStat:stats,source,packetDelay,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[14],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[15],userThroughputTotalStat:stats,,,,1,,3851.8631578947,Inf,3851.8631578947,3851.8631578947
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[15],userThroughputTotalStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[15],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[15],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[15],userThroughputStat:stats,,,,190001,,3851.8428850374,19769.036046198,0,390000
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[15],userThroughputStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[15],userThroughputStat:stats,source,userThroughput,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[15],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[15],packetDelayStat:stats,,,,9552,,0.00024907851072247,0.00014501776668747,2.4767e-008,0.000499980263
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[15],packetDelayStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[15],packetDelayStat:stats,source,packetDelay,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[15],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[16],userThroughputTotalStat:stats,,,,1,,3740.4631578947,Inf,3740.4631578947,3740.4631578947
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[16],userThroughputTotalStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[16],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[16],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[16],userThroughputStat:stats,,,,190001,,3740.4434713502,19402.854878143,0,374000
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[16],userThroughputStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[16],userThroughputStat:stats,source,userThroughput,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[16],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[16],packetDelayStat:stats,,,,9336,,0.00024939860971347,0.00014429100010116,5.0464e-008,0.000499964645
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[16],packetDelayStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[16],packetDelayStat:stats,source,packetDelay,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[16],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[17],userThroughputTotalStat:stats,,,,1,,3831.4947368421,Inf,3831.4947368421,3831.4947368421
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[17],userThroughputTotalStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[17],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[17],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[17],userThroughputStat:stats,,,,190001,,3831.4745711865,19732.210884713,0,288000
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[17],userThroughputStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[17],userThroughputStat:stats,source,userThroughput,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[17],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[17],packetDelayStat:stats,,,,9518,,0.00025050072325541,0.000145484612968,7.5218e-008,0.000499962431
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[17],packetDelayStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[17],packetDelayStat:stats,source,packetDelay,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[17],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[18],userThroughputTotalStat:stats,,,,1,,3925.0842105263,Inf,3925.0842105263,3925.0842105263
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[18],userThroughputTotalStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[18],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[18],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[18],userThroughputStat:stats,,,,190001,,3925.0635522971,19883.617304978,0,416000
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[18],userThroughputStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[18],userThroughputStat:stats,source,userThroughput,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[18],userThroughputStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[18],packetDelayStat:stats,,,,9772,,0.00025176999144464,0.00014453862050681,1.05251e-007,0.000499903046
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[18],packetDelayStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[18],packetDelayStat:stats,source,packetDelay,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[18],packetDelayStat:stats,title,"Packet delay, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[19],userThroughputTotalStat:stats,,,,1,,3861.5789473684,Inf,3861.5789473684,3861.5789473684
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[19],userThroughputTotalStat:stats,,,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[19],userThroughputTotalStat:stats,source,userThroughputTotal,,,,,,,
General-5-20201009-16:32:59-11028,attr,FairNetwork.user[19],userThroughputTotalStat:stats,title,"User throughput, stats",,,,,,,
General-5-20201009-16:32:59-11028,statistic,FairNetwork.user[19],userThroughputStat:stats,,,,190001,,3861.5586233757,19758.013755653,0,322000
